ID,Text,Category,Label
4100,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
4101,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
4102,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
4103,The local Science team celebrated a hard-fought victory last night.,Science,0
4104,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
4105,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
4106,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
4107,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
4108,Emergency services are responding to a massive Wildfire that has displaced many residents.,Wildfire,1
4109,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
4110,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
4111,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
4112,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
4113,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
4114,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
4115,A popular Sports event attracted visitors from across the country.,Sports,0
4116,The local Technology team celebrated a hard-fought victory last night.,Technology,0
4117,A new breakthrough in Event has scientists excited about future possibilities.,Event,0
4118,"A powerful Earthquake struck the region, causing significant damage.",Earthquake,1
4119,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
4120,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
4121,"A powerful Earthquake struck the region, causing significant damage.",Earthquake,1
4122,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
4123,"The community gathered for a Event, enjoying food and entertainment.",Event,0
4124,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
4125,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
4126,A popular Technology event attracted visitors from across the country.,Technology,0
4127,"A powerful Tornado struck the region, causing significant damage.",Tornado,1
4128,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
4129,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
4130,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
4131,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
4132,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
4133,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
4134,Authorities have issued warnings due to the approaching Flood.,Flood,1
4135,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
4136,A popular Sports event attracted visitors from across the country.,Sports,0
4137,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
4138,The city is buzzing with celebrations for the annual Event.,Event,0
4139,"A powerful Flood struck the region, causing significant damage.",Flood,1
4140,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
4141,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
4142,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
4143,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
4144,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
4145,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
4146,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
4147,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
4148,A popular Sports event attracted visitors from across the country.,Sports,0
4149,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
4150,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
4151,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
4152,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
4153,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
4154,A popular Technology event attracted visitors from across the country.,Technology,0
4155,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
4156,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
4157,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
4158,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
4159,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
4160,The local Sports team celebrated a hard-fought victory last night.,Sports,0
4161,A popular Event event attracted visitors from across the country.,Event,0
4162,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
4163,The local Sports team celebrated a hard-fought victory last night.,Sports,0
4164,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
4165,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
4166,"A powerful Flood struck the region, causing significant damage.",Flood,1
4167,A popular Science event attracted visitors from across the country.,Science,0
4168,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
4169,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
4170,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
4171,Authorities have issued warnings due to the approaching Flood.,Flood,1
4172,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
4173,The city is buzzing with celebrations for the annual Event.,Event,0
4174,The city is buzzing with celebrations for the annual Sports.,Sports,0
